Features	Feature IDs	female (std)	male (std)	female (mean)	male (mean)
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__	197517	0.000371401406148	0.000489145998945	0.000100995558695	0.000134148488709
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	4060501	0.000214256855219	0.000120030347641	0.000101949921878	6.43891938564e-05
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Trichococcus,s__	4347520	0.000167016672524	0.000161557597623	8.99203805133e-05	7.32250712545e-05
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__,s__	4361727	7.2746429219e-05	6.67295099232e-05	9.30531398534e-05	8.2194926923e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Veillonella,s__dispar	753638	0.000678586291406	0.00248612191602	0.000131538589579	0.000302191685811
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Alkalibacterium,s__	187780	0.00044566547951	0.000632470807099	0.000110533925058	0.000147758025416
k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Eubacterium,s__biforme	3173413	0.000172673489462	0.000257011784483	8.08750387446e-05	9.33670218133e-05
k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__iners	187504	0.000204386213296	0.000121510394058	0.000120503530488	9.30942576722e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__	182044	0.000188333979008	0.000180286706018	8.88165651826e-05	6.37071599051e-05
k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__,s__	439908	0.00217165781325	0.000631838837015	0.00020349398291	0.000144450053237
k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__0319-6A21,g__,s__	4462599	0.000207999629904	0.000171089788303	0.000103006831952	8.58901034694e-05
k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__Pirellula,s__	4429608	0.000363994269321	0.000661398026913	0.00010916830259	0.000141745359284
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__,s__	174911	0.000212484485138	0.000265330090893	9.28295566113e-05	0.000112092177528
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__	187178	0.0012940373072	0.00109406543415	0.000190582923722	0.00025808841496
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__,s__	107044	0.000245041084663	0.000421013076893	0.000103467944018	8.4814218671e-05
k__Bacteria,p__Proteobacteria,c__TA18,o__PHOS-HD29,f__,g__,s__	196769	0.000212557107295	0.000133869092703	0.00010530369749	8.31625426996e-05
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Limnobacter,s__	4410166	0.00641790798932	0.0115807240085	0.000672042728436	0.00298432166853
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__,s__	197624	0.000130409413242	0.000137468023423	0.000114876248687	0.000110442693499
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__,s__	327218	0.000122599935372	0.000156138085462	8.73942247714e-05	0.000114402412684
k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__,s__	4453773	0.000701850595307	0.0011535654659	0.000177431414504	0.000256328307302
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Cardiobacteriaceae,g__,s__	196307	0.000118021561317	0.000174283731868	6.71857416208e-05	9.21556819794e-05
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__,s__	182089	9.27118978386e-05	0.000157464336878	9.23779494564e-05	0.000111833275153
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	177697	0.000139546528943	0.000132528331919	0.000114067145744	0.000107476027495
k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__,s__	354574	0.000331113203152	0.000299154042591	0.000100948641324	0.000101509493036
k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Runella,s__	194287	0.000231585055372	0.000205253365643	0.000170687341598	0.000155068668081
k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__S24-7,g__,s__	4458306	0.000857384444664	0.000421835328977	0.000154990206083	0.000107742173097
k__Bacteria,p__Bacteroidetes,c__Saprospirae,o__Saprospirales,f__Chitinophagaceae,g__,s__	4254528	0.000175767228484	0.000207294299848	0.000106163361827	0.000121954418322
k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__,s__	2035344	0.000115072492086	0.000160695398263	6.80009942316e-05	0.000104624817787
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__producta	4430843	0.000383533019205	0.00200809074473	8.75665863249e-05	0.000361071972916
k__Bacteria,p__Cyanobacteria,c__Nostocophycideae,o__Stigonematales,f__Rivulariaceae,g__Calothrix,s__	4380886	0.000138437466038	0.000102371373569	7.40843035948e-05	6.06998273463e-05
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Salinispora,s__tropica	912997	0.00031642160775	0.00234645445342	6.88811939029e-05	0.000323824643648
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__parainfluenzae	495451	0.00175641881617	0.00130306562357	0.000218142133009	0.000161300796676
