Features	Feature IDs	Omnivore (mean)	Vegan (std)	Omnivore (std)	Vegan (mean)
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__	322999	1.5685896572e-08	0.0	7.97979037994e-07	0.0
k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__,s__	207390	1.0726231518e-05	4.33524766198e-05	4.0616552616e-05	2.00432760122e-05
k__Bacteria,p__Verrucomicrobia,c__,o__,f__,g__,s__	4372581	0.000142479458873	4.47011353474e-05	0.00654973478992	1.72336948059e-05
k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__,g__,s__	4432125	1.54351629311e-08	0.0	7.85223618589e-07	0.0
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	4030375	3.31566122591e-05	5.52981942027e-05	8.96773303365e-05	2.75147750837e-05
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__	328892	1.56224525638e-08	0.0	7.94751489709e-07	0.0
k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__,g__,s__	194654	0.000319563499884	0.000697053851206	0.00119849419206	0.0003976573505
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,s__	351898	0.0	2.65188915987e-06	0.0	3.42357418406e-07
k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__	207982	1.72641322848e-08	0.0	8.01977116736e-07	0.0
k__Bacteria,p__Thermi,c__Deinococci,o__Thermales,f__Thermaceae,g__Thermus,s__	298557	3.64303308069e-07	2.05752481749e-05	5.46084137325e-06	5.4438399614e-06
k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__	4395096	2.4469988395e-08	0.0	9.57802120063e-07	0.0
k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__	158393	3.22993054936e-05	6.28329491454e-05	8.53516983699e-05	3.53209914875e-05
k__Bacteria,p__Bacteroidetes,c__Saprospirae,o__Saprospirales,f__,g__,s__	103877	1.8007390251e-09	2.65188915987e-06	9.16078968347e-08	3.42357418406e-07
